mof,relative_humidity_percent,temperature_c,max_uptake_kgkg,rh50_percent,steepness,regen_temp_c,cycle_minutes,water_stability_score,cost_score,pore_volume_cm3g,surface_area_m2g,uptake_kgkg
CAU-10-H,59.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2411411954137601
CAU-10-H,62.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2732642603037868
CAU-10-H,62.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2779944724832838
CAU-10-H,62.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2775083734301812
CAU-10-H,62.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2637870246572663
CAU-10-H,62.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24423342732260667
CAU-10-H,65.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.26760039510529443
CAU-10-H,65.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2922268834253285
CAU-10-H,65.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.288375000428778
CAU-10-H,65.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.27502651691950586
CAU-10-H,65.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24857066130541702
CAU-10-H,68.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2706364999749588
CAU-10-H,68.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,68.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2759884418488436
CAU-10-H,68.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.23579211598394886
CAU-10-H,68.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2533491220049463
CAU-10-H,71.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.27411484052998575
CAU-10-H,71.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2764636149645994
CAU-10-H,71.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2727205591413764
CAU-10-H,71.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2839303239073796
CAU-10-H,71.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24668783140702782
CAU-10-H,74.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2972998073326173
CAU-10-H,74.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,74.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,74.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.26928383462746625
CAU-10-H,74.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24998294885588182
CAU-10-H,77.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2804373428829435
CAU-10-H,77.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.287234293601839
CAU-10-H,77.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.28884937904369057
CAU-10-H,77.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2766711363943724
CAU-10-H,77.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.25551115859722306
CAU-10-H,80.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,80.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2874355010544239
CAU-10-H,80.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2841628422801876
CAU-10-H,80.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.28174251969589403
CAU-10-H,80.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.262175119676042
CAU-10-H,83.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,83.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,83.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.28193634884072794
CAU-10-H,83.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2780934374848767
CAU-10-H,83.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24386291428587548
CAU-10-H,86.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2785085475740072
CAU-10-H,86.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,86.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.28559309317657167
CAU-10-H,86.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2780284103053269
CAU-10-H,86.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.23606435884907426
CAU-10-H,89.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.29426974975501247
CAU-10-H,89.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2914528326869393
CAU-10-H,89.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2763345279528089
CAU-10-H,89.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2476988485300307
CAU-10-H,89.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2528214797388325
CAU-10-H,92.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,92.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.3
CAU-10-H,92.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2798282161794753
CAU-10-H,92.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2749010815233503
CAU-10-H,92.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.26622122067754345
CAU-10-H,95.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.26613319870115926
CAU-10-H,95.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.29776377449132996
CAU-10-H,95.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.29380628629706645
CAU-10-H,95.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2835030995115789
CAU-10-H,95.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2777708257097086
MOF-841,5.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.026919044937590696
MOF-841,5.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.017049250805387897
MOF-841,5.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.016390268990280732
MOF-841,5.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.021677961221293496
MOF-841,5.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.004964783301144235
MOF-841,8.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.016795858483820033
MOF-841,8.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.028152983180080696
MOF-841,8.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.040076333116153814
MOF-841,8.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.013984658262906291
MOF-841,8.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.01427837075114053
MOF-841,11.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.024775613850345515
MOF-841,11.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.03851229585299005
MOF-841,11.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.02113433782082783
MOF-841,11.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.03823465184055564
MOF-841,11.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.0076588257022632885
MOF-841,14.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.026701042089336564
MOF-841,14.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.02655549575795419
MOF-841,14.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.03721420722180792
MOF-841,14.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.0391619239508654
MOF-841,14.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.006769458471416443
MOF-841,17.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.02625256107327934
MOF-841,17.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04127620232833158
MOF-841,17.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.027840289929063698
MOF-841,17.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.0159861214686012
MOF-841,17.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04448297608567382
MOF-841,20.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.05360237345939852
MOF-841,20.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.05359286241188371
MOF-841,20.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04006239455421941
MOF-841,20.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.05620801527959822
MOF-841,20.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.038120749949491634
MOF-841,23.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.07381664227974385
MOF-841,23.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04971943713455697
MOF-841,23.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04798341681582808
MOF-841,23.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.058262623957371314
MOF-841,23.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.04373911454388214
MOF-841,26.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.08468727066696904
MOF-841,26.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.07970291081209173
MOF-841,26.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.06244292895288418
MOF-841,26.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.07132969646328084
MOF-841,26.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.06164506552073866
MOF-841,29.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.10676266823085832
MOF-841,29.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.0881820384825953
MOF-841,29.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.08667169016382985
MOF-841,29.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.10264570320279108
MOF-841,29.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.1092276205523412
MOF-841,32.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.14241559610730753
MOF-841,32.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.11918616827649958
MOF-841,32.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.1163166489359281
MOF-841,32.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.12735479671303843
MOF-841,32.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.1003544255625166
MOF-841,35.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.13280905904184964
MOF-841,35.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.14592775585673362
MOF-841,35.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.14416244010638368
MOF-841,35.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.12301343337867922
MOF-841,35.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.10453694017325847
MOF-841,38.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.15651451472897857
MOF-841,38.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.18174042031369572
MOF-841,38.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.15770453995174052
MOF-841,38.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.1581586822828842
MOF-841,38.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.15198023546917394
MOF-841,41.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.21290947351980397
MOF-841,41.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.20146094938610576
MOF-841,41.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.20324518005760794
MOF-841,41.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.17836067682756396
MOF-841,41.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.17237204504663783
MOF-841,44.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.22646460055064552
MOF-841,44.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.252338794200443
MOF-841,44.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.22888228536313207
MOF-841,44.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.21078529074420838
MOF-841,44.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.2011030637627442
MOF-841,47.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.26977870441811075
MOF-841,47.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.2808456836826902
MOF-841,47.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.24239423420109563
MOF-841,47.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.23819782039234186
MOF-841,47.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.2297606367019495
MOF-841,50.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3357072869678247
MOF-841,50.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.31678776368499495
MOF-841,50.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.29176941214605523
MOF-841,50.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.2894380426055722
MOF-841,50.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.28726410463372953
MOF-841,53.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3334985814125755
MOF-841,53.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.33190654840470946
MOF-841,53.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3373946907111877
MOF-841,53.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3153293338287651
MOF-841,53.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.29727701520300764
MOF-841,56.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3584452923832863
MOF-841,56.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3876343987627662
MOF-841,56.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.370477292346791
MOF-841,56.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.34217181774715405
MOF-841,56.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3217192846679686
MOF-841,59.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.36518592342298967
MOF-841,59.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3971655714118726
MOF-841,59.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.371603228687606
MOF-841,59.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3635588780486523
MOF-841,59.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.34317073928747244
MOF-841,62.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.40690765588957745
MOF-841,62.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3907173755046317
MOF-841,62.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3989775256034925
MOF-841,62.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.36922630070904183
MOF-841,62.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.34950038599922195
MOF-841,65.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4218203494206258
MOF-841,65.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4249755764866939
MOF-841,65.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3841972373605746
MOF-841,65.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4093518756725539
MOF-841,65.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3720441953207079
MOF-841,68.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.45731327187653126
MOF-841,68.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4677345826792241
MOF-841,68.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.42648853896339767
MOF-841,68.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3868291271936976
MOF-841,68.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3710931312159392
MOF-841,71.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.44158518881458886
MOF-841,71.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4500455468676094
MOF-841,71.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4387810966187271
MOF-841,71.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3955563519742426
MOF-841,71.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3963282225434991
MOF-841,74.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.44762691829840645
MOF-841,74.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.46931958129143714
MOF-841,74.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.44580725647019975
MOF-841,74.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4247275274164991
MOF-841,74.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.3996695137272441
MOF-841,77.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4669470956121878
MOF-841,77.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.466074774480118
MOF-841,77.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4342943778385027
MOF-841,77.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4351949494786987
MOF-841,77.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.42929141587631237
MOF-841,80.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.5
MOF-841,80.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4953161720583068
MOF-841,80.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4687458056739955
MOF-841,80.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4329802505388263
MOF-841,80.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4296437598323952
MOF-841,83.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4834883551571802
MOF-841,83.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4833353796933149
MOF-841,83.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.46130068479598174
MOF-841,83.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4465324777338536
MOF-841,83.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.41115664297794907
MOF-841,86.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4868128168098838
MOF-841,86.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.474803013537634
MOF-841,86.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4638215102717804
MOF-841,86.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.47615942425437013
MOF-841,86.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4186885261088871
MOF-841,89.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4877828182455616
MOF-841,89.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.49703523637208336
MOF-841,89.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.47951833708235136
MOF-841,89.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.43802977911093205
MOF-841,89.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.41947029532598856
MOF-841,92.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.5
MOF-841,92.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4960662235171212
MOF-841,92.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4745784936115469
MOF-841,92.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4720501302341003
MOF-841,92.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4156989547770244
MOF-841,95.0,15,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.495499479425995
MOF-841,95.0,25,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.48826582470164254
MOF-841,95.0,35,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.4926099662862301
MOF-841,95.0,45,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.43152368159860877
MOF-841,95.0,60,0.5,45,0.09,95,120,0.8,0.48,0.68,1450,0.41723391432303986
UiO-66-NH2,5.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.004981297806991119
UiO-66-NH2,5.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.019293656877385212
UiO-66-NH2,5.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.01815323985666741
UiO-66-NH2,5.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.02716701801024482
UiO-66-NH2,5.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0
UiO-66-NH2,8.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.023220497348991127
UiO-66-NH2,8.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.010695438869165698
UiO-66-NH2,8.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.00565870250390225
UiO-66-NH2,8.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.019552435861845595
UiO-66-NH2,8.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0011830506341100368
UiO-66-NH2,11.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0
UiO-66-NH2,11.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.01332998462436015
UiO-66-NH2,11.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0
UiO-66-NH2,11.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.00856380811926909
UiO-66-NH2,11.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.019743098747644534
UiO-66-NH2,14.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.025873571540829247
UiO-66-NH2,14.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.04117236798120215
UiO-66-NH2,14.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.018848534646399136
UiO-66-NH2,14.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0019592295394083373
UiO-66-NH2,14.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.009958271870746903
UiO-66-NH2,17.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.016384061369571778
UiO-66-NH2,17.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.012802770163588049
UiO-66-NH2,17.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.03154441152266885
UiO-66-NH2,17.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.017480550244297198
UiO-66-NH2,17.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0
UiO-66-NH2,20.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.042124851791748505
UiO-66-NH2,20.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.032424659329837464
UiO-66-NH2,20.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.036693354368375695
UiO-66-NH2,20.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.03232949443837231
UiO-66-NH2,20.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.036614986022493926
UiO-66-NH2,23.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0417323744278716
UiO-66-NH2,23.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.05611057926542371
UiO-66-NH2,23.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.04472489696486447
UiO-66-NH2,23.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0426788689872512
UiO-66-NH2,23.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.040415891550959926
UiO-66-NH2,26.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.032556898511859486
UiO-66-NH2,26.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.048060922401039485
UiO-66-NH2,26.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.044923291491182786
UiO-66-NH2,26.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.04852418796279521
UiO-66-NH2,26.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.026727104251952842
UiO-66-NH2,29.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.07967387592333766
UiO-66-NH2,29.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.06131716257050105
UiO-66-NH2,29.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.04312610816878973
UiO-66-NH2,29.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.03475269514962685
UiO-66-NH2,29.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.04828002127188752
UiO-66-NH2,32.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.07022976438553155
UiO-66-NH2,32.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.06268636430895647
UiO-66-NH2,32.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.06955900050211025
UiO-66-NH2,32.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.057907290586522484
UiO-66-NH2,32.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.06794294665343384
UiO-66-NH2,35.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.07492141391457313
UiO-66-NH2,35.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.08315391303398063
UiO-66-NH2,35.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.09201734918617581
UiO-66-NH2,35.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.10778666907134409
UiO-66-NH2,35.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.05981796922073889
UiO-66-NH2,38.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.09118132876474244
UiO-66-NH2,38.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.08667739363218842
UiO-66-NH2,38.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.10229714498678742
